Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status
16345,19/07/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Nazal,Gaming Console,Sony PlayStation,PlayStation 3,W669,1,199,34.7454,17.3727,FALSE
16346,19/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Muhamad Zynu,Gaming Console,Sony PlayStation,PlayStation 4 Pro,L343,4,399,105.2961,294.1029,TRUE
16347,19/07/2023,Tue,USA,new york,40.7498,-73.9814,Iin Altibae,Headphones,Sennheiser HD,Sennheiser HD 599 SE,G405,4,199,126.3252,10.9848,TRUE
16348,19/07/2023,Fri,Syria,aleppo,36.2021,37.1343,Maria Alyaghshiu,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,W669,3,229,182.971,163.5976,TRUE
16349,19/07/2023,Tue,USA,washington,38.9072,-77.0369,Amal Shaqir,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,C793,1,349,3249.888,2065.033,FALSE
16350,19/07/2023,Mon,Morocco,casablanca,33.5731,7.5898,Omar Hasan,Gaming Console,Microsoft Xbox,Xbox Series S,U806,4,299,145.015,203.021,TRUE
16351,19/07/2023,Tue,USA,new york,40.7498,-73.9814,Eala Zueitr,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",H016,4,899,313.9308,366.2526,FALSE
16352,19/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Eisam Taliea,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,G475,3,849,230.5884,535.2945,TRUE
16353,19/07/2023,Wed,USA,las vegas,36.1699,-115.1398,Samiah Eijrush,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,Y247,5,999,1546.452,125.874,TRUE
16354,19/07/2023,Mon,USA,new york,40.7498,-73.9814,Muhamad Suqabani,Headphones,Sennheiser HD,Sennheiser HD 660S,P344,5,499,322.7532,234.7296,FALSE
16355,19/07/2023,Tue,Syria,homs,34.7326,36.7136,Shahad Laylana,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,K140,4,79,47.0208,127.8378,TRUE
16356,19/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Antuan Ayman,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,R143,5,849,642.3534,115.2942,TRUE
16357,19/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Abd Alruhmin Abunfis,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,S787,4,999,10549.44,7701.0912,TRUE
16358,19/07/2023,Wed,USA,washington,38.9072,-77.0369,Abd Alrazzaq Jaridiun,Laptop,HP Pavilion,HP Pavilion x360,W206,4,649,267.1284,572.418,TRUE
16359,19/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Ahed Zaetar,Smartwatch,Apple Watch,Apple Watch SE,I269,3,279,118.7703,182.2986,TRUE
16360,19/07/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Ayham Eabd Aleal,Tablet,Amazon Fire HD,Amazon Fire HD 8,T402,5,89,543.879,217.5516,TRUE
16361,19/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Salih Aldahan,Headphones,Sennheiser HD,Sennheiser HD 800 S,E699,5,1699,386.8623,269.1216,FALSE
16362,19/07/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Aylyn Alsyd Ahmad,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,J759,3,79,27.65,69.52,FALSE
16363,19/07/2023,Tue,USA,new york,40.7498,-73.9814,Eala Aldamshqi,VR Headset,Valve Index,Valve Index VR Kit,Z125,4,999,445.7538,251.9478,TRUE
16364,19/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Alkhatib,Smartphone,OnePlus,OnePlus 9 Pro,W320,5,899,616.714,35.2408,FALSE
16365,19/07/2023,Tue,USA,las vegas,36.1699,-115.1398,Amir Shakhashiru,VR Headset,HTC Vive,HTC Vive Cosmos,P773,3,699,2925.315,3627.3906,TRUE
16366,19/07/2023,Wed,Morocco,casablanca,33.5731,7.5898,Abd Alruhmin Alzrqawy,Smartphone,Apple iPhone,iPhone 13 Pro Max,C631,3,1299,458.2872,649.2402,FALSE
16367,19/07/2023,Tue,USA,washington,38.9072,-77.0369,Adnan Alghurani,Gaming Console,Sony PlayStation,PlayStation 5,W669,5,499,340.8669,153.1431,TRUE
16368,19/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Abd Alruhmin Almisri,Laptop,HP Pavilion,HP Pavilion x360,L343,4,649,475.4574,417.6315,TRUE
16369,19/07/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Majd Altahhan,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,Y449,3,249,36.6528,430.6704,TRUE
16370,19/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Muhamad Aleid,Smartphone,OnePlus,OnePlus 9 Pro,E437,5,899,103.5648,189.8688,TRUE
16371,19/07/2023,Tue,France,paris,48.8566,2.3522,Asma Asead,Smartphone,Google Pixel,Google Pixel 5a,J885,4,499,347.2042,83.1334,TRUE
16372,19/07/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Aljizamati,Smart Speaker,Bose Home Speaker,Bose Home Speaker 500,Q894,6,299,3372.72,101.1816,TRUE
16373,19/07/2023,Fri,Syria,homs,34.7326,36.7136,Mazin Eisaf,Headphones,Jabra Elite,Jabra Elite 75t,P826,3,179,49.941,153.045,TRUE
16374,19/07/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Aylyn Eimaruh,Headphones,Sony WH,Sony WH-1000XM4,L118,4,349,132.62,87.25,TRUE
16375,19/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Lina Muhamad,Smartwatch,Garmin Venu,Garmin Venu 2,H899,4,399,391.02,156.408,TRUE
16376,19/07/2023,Tue,USA,las vegas,36.1673,-115.1492,Imran Alrifaei,Gaming Console,Nintendo Switch,Nintendo Switch OLED Pro,X132,3,449,345.73,296.34,FALSE
16377,19/07/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Fyfian Qadish,Digital Camera,Canon EOS,Canon EOS M50 Mark II,R159,4,649,61.006,549.054,TRUE
16378,20/07/2023,Mon,USA,washington,38.9072,-77.0369,Ahmad Alshaykh,VR Headset,HTC Vive,HTC Vive Focus 3,K406,4,799,96.5991,683.6244,TRUE
16379,20/07/2023,Tue,Morocco,casablanca,33.5731,7.5898,Lilas Zaetar,Gaming Console,Microsoft Xbox,Xbox Original,D095,4,69,27.945,31.671,TRUE
16380,20/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Haithim Shalish,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,K624,4,999,694.9044,892.107,TRUE
16381,20/07/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Duhana Alrz,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",P617,6,899,568.5276,83.607,FALSE
16382,20/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Aryj Sharaf,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,W956,4,649,157.3825,547.6911,TRUE
16383,20/07/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Swyd,Smartwatch,Fossil Gen,Fossil Gen 6,L543,4,299,194.649,236.3595,TRUE
16384,20/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Fawaz Alahmad,VR Headset,HTC Vive,HTC Vive Cosmos,N498,7,699,318.5343,45.5049,FALSE
16385,20/07/2023,Tue,Syria,homs,34.7326,36.7136,Samir Abu,Digital Camera,Canon EOS,Canon EOS R6,F655,5,2499,2375.5494,1721.0613,TRUE
16386,20/07/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Iin Shaykh,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,Z409,4,1299,2353.3983,2970.6831,TRUE
16387,20/07/2023,Thu,Saudi Arabia,riyadh,24.7743,46.7386,Ahmad Alhuri,Smart Speaker,Amazon Echo,Echo Show 8,H046,2,129,68.9634,65.1321,FALSE
16388,20/07/2023,Tue,France,paris,48.8566,2.3522,Khaldun Alqadi,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,Q963,2,1199,1194.6836,1825.8372,TRUE
16389,20/07/2023,Tue,France,paris,48.8566,2.3522,Mahir Eirat,Smart Speaker,Apple HomePod,Apple HomePod,N346,3,299,86.112,145.314,TRUE
16390,20/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Amira Dahbur,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),P773,4,129,65.79,60.63,TRUE
16391,20/07/2023,Wed,Egypt,asyut,27.1809,31.1837,Muhamad Alzzahir,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,K473,6,99,73.062,6.237,TRUE
16392,20/07/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Sariji,Gaming Console,Sony PlayStation,PlayStation 3,H046,5,199,300.888,308.052,TRUE
16393,20/07/2023,Tue,Morocco,casablanca,33.5731,7.5898,Aynas Mansur,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,A470,8,169,33.462,30.42,TRUE
16394,20/07/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Filyun,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,F792,4,79,29.2695,50.2835,TRUE
16395,20/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ayham Bulta,Fitness Tracker,Amazfit Bip,Amazfit Bip S,C780,4,49,381.3768,150.1164,TRUE
16396,20/07/2023,Thu,USA,new york,40.7498,-73.9814,Ghadir Alsaman,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,R236,2,179,140.6403,479.2188,TRUE
16397,20/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Lama Sakar,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,L106,4,1999,1285.7568,1208.9952,TRUE
16398,20/07/2023,Mon,Egypt,asyut,27.1809,31.1837,Ghayth Aldubus,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,X209,5,799,1227.264,2569.584,FALSE
16399,20/07/2023,Tue,USA,las vegas,36.1699,-115.1398,Fatir Aylwsh,VR Headset,Sony PlayStation,PlayStation VR,K012,4,299,489.6424,5.5016,FALSE
16400,20/07/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Abd Alruhmin Alshghry,Smartwatch,Samsung Galaxy,Galaxy Watch 4,W252,4,349,167.5898,342.02,TRUE
16401,20/07/2023,Tue,Syria,homs,34.7326,36.7136,Danah Litansdurfr,Gaming Console,Microsoft Xbox,Xbox 360,G817,4,149,147.51,107.28,TRUE
16402,20/07/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Ibrahim Hujah,Smartwatch,Huawei Watch,Huawei Watch GT 3 Pro,B938,4,349,266.7756,71.8242,TRUE
16403,20/07/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Ruba Khalid,Digital Camera,Canon EOS,Canon EOS M50 Mark II,C308,3,649,276.9932,220.3355,FALSE
16404,20/07/2023,Sun,Syria,aleppo,36.2021,37.1343,Ikhlas Eisaa,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,W221,4,199,902.664,483.57,TRUE
16405,20/07/2023,Mon,Egypt,cairo,30.0444,31.2357,Muhamad Dahbur,Laptop,Dell XPS,XPS 15,N507,4,1599,334.191,1002.573,TRUE
16406,20/07/2023,Sun,Saudi Arabia,riyadh,24.7136,46.6753,Raghad Bashshar,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,J194,5,599,316.272,207.0144,TRUE
16407,20/07/2023,Fri,Saudi Arabia,riyadh,24.7743,46.7386,Lama Bilul,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,Z398,6,249,483.1596,246.51,FALSE
16408,20/07/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Alaa Shaqir,Tablet,Amazon Fire,Amazon Fire HD 10,C192,5,149,268.2,375.48,TRUE
16409,20/07/2023,Wed,USA,new york,40.7128,-74.006,Imran Jdwe,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,P255,6,1499,137.908,1144.6364,FALSE
16410,20/07/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Ayham Jhad,Headphones,Sennheiser HD,Sennheiser HD 450BT,Z612,4,129,100.491,13.4805,FALSE
16411,20/07/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Omar Qareush,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,R252,3,999,719.28,359.64,TRUE
16412,20/07/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Jalal Ashbrh,Headphones,Sennheiser HD,Sennheiser HD 800 S,R236,5,1699,15547.8888,7394.7276,FALSE
16413,20/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Karam Nuna,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,J677,4,999,2290.9068,2555.2422,FALSE
16414,20/07/2023,Tue,Syria,aleppo,36.2021,37.1343,Lwna Klizli,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",H899,5,1099,654.1248,875.6832,FALSE
16415,20/07/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Diea Zakianiin,Gaming Console,Sony PlayStation,PlayStation 3 Slim,W243,4,199,66.1675,113.43,TRUE
16416,20/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Salim,Headphones,Sony WH,Sony WH-CH710N,B541,5,129,9.9072,22.2912,FALSE
16417,20/07/2023,Tue,Syria,homs,34.7326,36.7136,Lina Aldarawasha,Smartwatch,Samsung Galaxy,Galaxy Watch 4,E437,3,349,307.818,328.3392,FALSE
16418,20/07/2023,Mon,Morocco,casablanca,33.5731,7.5898,Baha Aldiyn Salih,VR Headset,HTC Vive Pro,HTC Vive Pro 2,G345,3,1099,415.7517,1023.3888,TRUE
16419,20/07/2023,Mon,France,paris,48.8566,2.3522,Khalil Alsyd,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,H520,4,1999,1709.145,1421.289,TRUE
16420,20/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Sayf Aldiyn Alqasir,VR Headset,Oculus Quest,Oculus Quest 2 (256GB),R361,2,399,305.7537,46.4436,TRUE
16421,20/07/2023,Mon,USA,new york,40.7128,-74.006,Sara Alaqre,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,C192,4,299,72.657,166.842,FALSE
16422,20/07/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Muhamad Dahadal,Laptop,Lenovo ThinkPad,ThinkPad X13,R236,3,999,1645.353,323.676,TRUE
16423,20/07/2023,Sun,Saudi Arabia,riyadh,24.7136,46.6753,Abd Almalik Salayk,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,N346,4,249,188.3934,181.1475,TRUE
16424,20/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Thayir Faris,Gaming Console,Microsoft Xbox,Xbox Original,Y449,6,69,13.9104,15.8976,TRUE
16425,20/07/2023,Wed,Morocco,casablanca,33.5731,7.5898,Rwbyna Alkhalid,Fitness Tracker,Huawei Band,Huawei Band 6,A432,5,59,50.8816,46.256,TRUE
16426,20/07/2023,Tue,Syria,damascus,33.5146,36.3084,Jawaher Alsabagh,Smart Speaker,Bose Home Speaker,Bose Home Speaker 500,S735,3,299,229.1237,205.9213,TRUE
16427,20/07/2023,Mon,USA,new york,40.7128,-74.006,Saeid Alhidad,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,F650,8,1999,293.853,1508.4454,FALSE
16428,20/07/2023,Tue,France,paris,48.8566,2.3522,Muhamad Alhidad,Smartphone,Samsung Galaxy,Galaxy A72,J194,4,499,239.52,568.86,TRUE
16429,20/07/2023,Wed,USA,new york,40.7128,-74.006,Majdulin Ratib,Smart Speaker,Google Nest Hub,Google Nest Hub (2nd Gen),N507,4,99,52.4799,13.8105,TRUE
16430,20/07/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Basimah Shakir,Smart Speaker,Sonos One,Sonos Move,S691,3,399,68.229,50.274,FALSE
16431,20/07/2023,Mon,Egypt,asyut,27.1809,31.1837,Fadi Eubayd,Fitness Tracker,Huawei Band,Huawei Band 6,W336,3,59,32.0252,20.6264,TRUE
16432,20/07/2023,Wed,Egypt,asyut,27.1809,31.1837,Muhamad Hamada,Smart Speaker,Amazon Echo,Echo Show 8,M210,4,129,48.0396,225.0276,FALSE
16433,20/07/2023,Tue,USA,new york,40.7498,-73.9814,Muhamad Ahmdghrybw,Headphones,Anker Soundcore,Anker Soundcore Life Q35,L028,3,129,21.1302,52.8255,TRUE
16434,20/07/2023,Wed,Egypt,cairo,30.0444,31.2357,Rafat Dahbur,Headphones,Bose SoundSport,Bose SoundSport Free,Q599,4,179,143.3432,120.5386,TRUE
16435,20/07/2023,Mon,France,paris,48.8566,2.3522,Ruyda Aljarshi,Gaming Console,Microsoft Xbox,Xbox Series X,E715,4,499,389.22,289.42,FALSE
16436,20/07/2023,Mon,USA,new york,40.7312,-73.9998,Lama Alkhatib,VR Headset,Samsung Odyssey,Samsung Odyssey G9,I811,4,1499,668.8538,2122.8838,FALSE
16437,20/07/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Dany Alaleppoy,Headphones,Sony WH,Sony WH-CH710N,O247,7,129,29.7216,64.3968,TRUE
16438,20/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Rashid,Fitness Tracker,Amazfit Bip,Amazfit Bip S,R236,5,49,11.5248,85.4756,TRUE
16439,20/07/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Majdulin Nakaash,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,O211,6,199,185.3088,119.6786,TRUE
16440,20/07/2023,Sun,France,paris,48.8566,2.3522,Madlin Ghunum,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,C780,4,99,77.9328,11.4048,FALSE
16441,20/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Lylas Alnasar,Gaming Console,Sony PlayStation,PlayStation 2,Q149,4,99,90.288,61.1325,TRUE
16442,20/07/2023,Tue,United Arab Emirates,fujairah,25.1286,56.3242,Rasul Almala,Headphones,Anker Soundcore,Anker Soundcore Life Q30,S830,3,79,45.5514,16.1634,TRUE
16443,20/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Khalil,Digital Camera,Canon EOS,Canon EOS M50 Mark II,I036,5,649,256.2252,201.3198,TRUE
16444,20/07/2023,Wed,USA,las vegas,36.1699,-115.1398,Muhamad Almaseud,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,F230,4,499,542.8122,660.177,TRUE
16445,20/07/2023,Tue,USA,new york,40.7498,-73.9814,Madlin Udib,Headphones,Sony WH,Sony WH-1000XM4,E274,6,349,197.883,9.423,TRUE
16446,20/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Muayid Alnuwri,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,S735,4,79,665.496,802.008,TRUE
16447,20/07/2023,Mon,Egypt,asyut,27.1809,31.1837,Kholoud Albush,Tablet,Apple iPad,iPad Air,K311,4,649,93.456,492.2016,FALSE
16448,20/07/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Diana Mudinih,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,I036,4,649,1074.3546,519.0702,TRUE
16449,20/07/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Rim Almisri,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,B966,5,299,1787.422,58.604,TRUE
16450,21/07/2023,Mon,Egypt,asyut,27.1809,31.1837,Sarah Almisri,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",Z227,4,899,667.5974,219.7156,TRUE
16451,21/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Hazim Albaytar,Tablet,Microsoft Surface,Surface Go 2,K140,3,399,191.2806,187.53,FALSE
16452,21/07/2023,Mon,Egypt,cairo,30.0444,31.2357,Eazalidin Husayn,Headphones,JBL Live,JBL Live 500BT,F576,4,99,14.1075,28.215,TRUE
16453,21/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Razan Iismaeil,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,F878,4,799,548.2738,390.5512,FALSE
16454,21/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Fatima Dahman,Smartwatch,Garmin Forerunner,Garmin Forerunner 55,E754,5,199,469.9584,355.3344,TRUE
16455,21/07/2023,Sat,USA,new york,40.7128,-74.006,Abd Albasit Almarstani,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,I876,6,1299,498.816,1059.984,TRUE
16456,21/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Tariq Amir,Smartwatch,Apple Watch,Apple Watch SE,D767,4,279,59.5386,2.7063,TRUE
16457,21/07/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Ahmad Dawara,VR Headset,HTC Vive,HTC Vive Focus 3,I398,5,799,1402.245,9067.851,FALSE
16458,21/07/2023,Tue,Egypt,asyut,27.1809,31.1837,Jamal Tuish,Smartwatch,Garmin Venu,Garmin Venu 2,Z260,3,399,244.9062,170.6922,TRUE
16459,21/07/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Abu,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,S735,4,499,435.627,179.64,TRUE
16460,21/07/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Lylas Alhasan,Smartphone,Google Pixel,Google Pixel 5a,I470,5,499,201.9952,137.724,TRUE
16461,21/07/2023,Wed,United Arab Emirates,fujairah,25.1286,56.3242,Husam Hamj,Tablet,Amazon Fire,Amazon Fire 7,I876,5,49,22.3391,33.271,FALSE
16462,21/07/2023,Fri,Saudi Arabia,dammam,26.3927,49.9777,Sana Alealbi,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,K311,3,129,113.778,7.5852,FALSE
16463,21/07/2023,Tue,France,paris,48.8566,2.3522,Ghyath Mareiun,Fitness Tracker,Amazfit GTR,Amazfit GTR 3,J768,4,169,15.21,54.08,TRUE
16464,21/07/2023,Tue,Egypt,asyut,27.1809,31.1837,Ali Ebdalwahd,Gaming Console,Sony PlayStation,PlayStation 2,R663,4,99,57.6972,134.0064,FALSE
16465,21/07/2023,Tue,France,paris,48.8566,2.3522,Malik Dabana,Smartphone,OnePlus,OnePlus 9 Pro,G327,5,899,784.1078,158.5836,TRUE
16466,21/07/2023,Wed,Egypt,cairo,30.0444,31.2357,Sharihan Shakir,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",H868,2,899,828.1588,660.765,TRUE
16467,21/07/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Ibrahim Altynawi,Smartphone,OnePlus,OnePlus Nord CE 5G,Y012,4,349,144.486,22.4756,TRUE
16468,21/07/2023,Sun,Syria,aleppo,36.2021,37.1343,Muwmin Alealbi,Smartphone,Apple iPhone,iPhone 13 Pro Max,V189,5,1299,157.0491,773.1648,TRUE
16469,21/07/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Alaa Mareiun,Smartwatch,Fossil Gen,Fossil Gen 5E,J759,5,199,99.9378,109.1913,TRUE
16470,21/07/2023,Mon,USA,new york,40.7498,-73.9814,Ruaa Alzzahir,Smart Speaker,Sonos One,Sonos Move,J345,5,399,367.6785,87.1815,TRUE
16471,21/07/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Alaa Alqasir,Smartwatch,Samsung Gear,Samsung Gear Fit 4,A470,4,199,521.5392,11.4624,TRUE
16472,21/07/2023,Tue,France,paris,48.8566,2.3522,Muhamad Abunfis,Digital Camera,Nikon Z Series,Nikon Z50,Z074,4,799,1346.7944,610.7556,FALSE
16473,21/07/2023,Mon,Syria,aleppo,36.2021,37.1343,Muhamad Sabiq,Smart Speaker,Apple HomePod,Apple HomePod,G327,4,299,123.6664,123.6664,TRUE
16474,21/07/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Ghada Ghrz Aldiyn,Laptop,Microsoft Surface,Surface Laptop 4,G405,4,1299,268.6332,1208.8494,TRUE
16475,21/07/2023,Tue,USA,washington,38.9072,-77.0369,Madlin Musuh,Gaming Console,Nintendo Switch,Nintendo Switch Pro,W206,5,399,125.1264,304.9956,TRUE
16476,21/07/2023,Thu,France,paris,48.8566,2.3522,Zahir Eala Aldiyn,Fitness Tracker,Garmin Approach,Garmin Approach S62,C787,3,499,838.32,209.58,FALSE
16477,21/07/2023,Mon,USA,new york,40.7312,-73.9998,Rabye' Qulumih,Smartphone,Xiaomi Mi,Xiaomi Mi 11 Lite,B938,4,249,36.2295,45.8907,FALSE
16478,21/07/2023,Mon,France,paris,48.8566,2.3522,Ihsan Alrifaei,Smartwatch,Samsung Gear,Samsung Gear S4,Q832,7,349,276.1288,208.702,TRUE
16479,21/07/2023,Tue,Syria,homs,34.7326,36.7136,Alaa Alkinaya,VR Headset,Oculus Rift,Oculus Rift S,A512,8,399,237.4848,74.214,TRUE
16480,21/07/2023,Tue,USA,new york,40.7498,-73.9814,Ahmad Filyun,Smart Speaker,JBL Link,JBL Link 20,Y716,4,99,7.7616,76.6458,TRUE
16481,21/07/2023,Mon,USA,las vegas,36.1699,-115.1398,Bayan Alhuri,Laptop,Acer Swift,Acer Swift 3,C192,4,699,375.2931,82.6917,FALSE
16482,21/07/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Mujdi Zakianiin,Smartwatch,Huawei Watch,Huawei Watch GT 2e,Z260,4,129,14.2416,53.406,FALSE
16483,21/07/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Husam Salayk,Smartphone,Oppo Find,Oppo Find X4 Pro,S855,4,899,86.304,742.2144,TRUE
16484,21/07/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Amjad Taliea,VR Headset,HTC Vive,HTC Vive Focus 3,S830,4,799,713.507,352.9982,TRUE
16485,21/07/2023,Mon,Syria,homs,34.7326,36.7136,Ahmad Abu,Digital Camera,Canon EOS R Series,Canon EOS R,W669,4,1299,725.6214,3437.154,TRUE
16486,21/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Omar Husu,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,N487,3,299,131.56,424.58,FALSE
16487,21/07/2023,Tue,Egypt,cairo,30.0444,31.2357,Esamat Zarie,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,I729,4,499,404.19,139.72,TRUE
16488,21/07/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Husu,Smartwatch,Garmin Fenix,Garmin Fenix 6S,J501,7,499,345.807,13.473,TRUE
16489,21/07/2023,Thu,United Arab Emirates,abu dhabi,24.4764,54.3705,Razan Almueasaeas,Headphones,Sony WH,Sony WH-CH710N,D060,2,129,41.796,96.363,TRUE
16490,21/07/2023,Mon,USA,las vegas,36.1699,-115.1398,Alaa Aljasim,Smartphone,Apple iPhone,iPhone SE,Z674,4,399,97.755,132.9468,FALSE
16491,21/07/2023,Mon,Syria,homs,34.7326,36.7136,Asama Himsih,VR Headset,HTC Vive,HTC Vive Focus 3,Y716,5,799,7.191,460.224,FALSE
